Merchant ID,Merchant Criteria,Merchant Type
X609121104,(UMI) Usaha Mikro,Health Service
X609121106,(UMI) Usaha Mikro,Hotels & Motels
X609121043,(UMI) Usaha Mikro,Home Furnishing
X607101733,(UKE) Usaha Kecil,Food & Beverages
X608099219,(UME) Usaha Menengah,Restaurants
X603057357,(UMI) Usaha Mikro,Miscellaneous
X607101773,(UME) Usaha Menengah,Miscellaneous
X607101757,(UME) Usaha Menengah,Miscellaneous
X607101859,(UME) Usaha Menengah,Health Service
X607101862,(UME) Usaha Menengah,Health Service
X607101861,(UME) Usaha Menengah,Health Service
X607101860,(UME) Usaha Menengah,Health Service
X607101380,(UME) Usaha Menengah,Restaurants
X615101504,(UME) Usaha Menengah,Restaurants
X608101068,(UKE) Usaha Kecil,Entertainment
X617097915,(UME) Usaha Menengah,Restaurants
X617097914,(UKE) Usaha Kecil,Restaurants
X615101524,(UMI) Usaha Mikro,Restaurants
X610124023,(UMI) Usaha Mikro,Restaurants
X607101895,(UME) Usaha Menengah,Restaurants
X607101945,(UME) Usaha Menengah,Hotels & Motels
X615101528,(UMI) Usaha Mikro,Restaurants
X610110359,(UMI) Usaha Mikro,Restaurants
X607102087,(UMI) Usaha Mikro,Restaurants
X607102088,(UMI) Usaha Mikro,Restaurants
X607102091,(UMI) Usaha Mikro,Restaurants
X607102092,(UMI) Usaha Mikro,Restaurants
X607102105,(UMI) Usaha Mikro,Restaurants
X607102101,(UMI) Usaha Mikro,Restaurants
X607102107,(UMI) Usaha Mikro,Restaurants
X610110360,(UMI) Usaha Mikro,Restaurants
X610110362,(UMI) Usaha Mikro,Restaurants
X610110363,(UMI) Usaha Mikro,Restaurants
X610110365,(UMI) Usaha Mikro,Restaurants
X615101539,(UMI) Usaha Mikro,Miscellaneous
X209031632,(UMI) Usaha Mikro,Food & Beverages
X609121370,(UKE) Usaha Kecil,Entertainment
X609121402,(UKE) Usaha Kecil,Home Furnishing
X607500165,(UBE) Usaha Besar,Restaurants
X607500160,(UBE) Usaha Besar,Restaurants
X607500161,(UBE) Usaha Besar,Restaurants
X607500163,(UBE) Usaha Besar,Restaurants
X607500164,(UBE) Usaha Besar,Restaurants
X607500176,(UBE) Usaha Besar,Restaurants
X611500110,(UBE) Usaha Besar,Restaurants
X618500115,(UBE) Usaha Besar,Restaurants
X607500182,(UBE) Usaha Besar,Restaurants
X607500180,(UBE) Usaha Besar,Restaurants
X607500178,(UBE) Usaha Besar,Restaurants
X607500177,(UBE) Usaha Besar,Restaurants
X607500175,(UBE) Usaha Besar,Restaurants
X607500174,(UBE) Usaha Besar,Restaurants
X607500173,(UBE) Usaha Besar,Restaurants
X607500172,(UBE) Usaha Besar,Restaurants
X607500171,(UBE) Usaha Besar,Restaurants
X607500170,(UBE) Usaha Besar,Restaurants
X607500169,(UBE) Usaha Besar,Restaurants
X607500167,(UBE) Usaha Besar,Restaurants
X607500166,(UBE) Usaha Besar,Restaurants
X207037029,(UBE) Usaha Besar,Restaurants
X207036989,(UBE) Usaha Besar,Restaurants
X606500258,(UBE) Usaha Besar,Restaurants
X605042398,(UKE) Usaha Kecil,Restaurants
X606500257,(UBE) Usaha Besar,Restaurants
X603500133,(UBE) Usaha Besar,Restaurants
X610109890,(UKE) Usaha Kecil,Health Service
X602133364,(UMI) Usaha Mikro,Miscellaneous
X608101191,(UMI) Usaha Mikro,Restaurants
X603500135,(UBE) Usaha Besar,Restaurants
X208000013,(UKE) Usaha Kecil,Restaurants
X208002435,(UKE) Usaha Kecil,Hotels & Motels
X208000093,(UKE) Usaha Kecil,Restaurants
X610027963,(UMI) Usaha Mikro,Miscellaneous
X608099321,(UMI) Usaha Mikro,Clothing
X607102250,(UMI) Usaha Mikro,Restaurants
X617098443,(UMI) Usaha Mikro,Community Agencies
X615101326,(UKE) Usaha Kecil,Community Agencies
X603100495,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X601112691,(UME) Usaha Menengah,Hotels & Motels
X607102437,(UMI) Usaha Mikro,Restaurants
X618500118,(UBE) Usaha Besar,Restaurants
X614500429,(UBE) Usaha Besar,Restaurants
X606009422,(UMI) Usaha Mikro,Entertainment
X607102450,(UMI) Usaha Mikro,Restaurants
X609121965,(UMI) Usaha Mikro,Restaurants
X607500187,(UBE) Usaha Besar,Restaurants
X607500185,(UBE) Usaha Besar,Restaurants
X607500184,(UBE) Usaha Besar,Restaurants
X607500183,(UBE) Usaha Besar,Restaurants
X610109876,(UMI) Usaha Mikro,Telecommunication
X610109877,(UMI) Usaha Mikro,Telecommunication
X610109878,(UMI) Usaha Mikro,Restaurants
X610109879,(UMI) Usaha Mikro,Restaurants
X610109881,(UMI) Usaha Mikro,Restaurants
X610109882,(UMI) Usaha Mikro,Restaurants
X617098487,(UME) Usaha Menengah,Restaurants
X605500088,(UBE) Usaha Besar,Restaurants
X604500369,(UBE) Usaha Besar,Restaurants
X617098267,(UME) Usaha Menengah,Food & Beverages
X617098481,(UMI) Usaha Mikro,Computer
X610109885,(UMI) Usaha Mikro,Restaurants
X212003800,(UMI) Usaha Mikro,Restaurants
X607102504,(UMI) Usaha Mikro,Restaurants
X610110379,(UMI) Usaha Mikro,Restaurants
X617098504,(URE) Usaha Reguler,Restaurants
X616001301,(UKE) Usaha Kecil,Miscellaneous
X618500120,(UBE) Usaha Besar,Restaurants
X618500122,(UBE) Usaha Besar,Restaurants
X207037136,(UBE) Usaha Besar,Restaurants
X610110380,(UMI) Usaha Mikro,Restaurants
X607102710,(UMI) Usaha Mikro,Stationaries/Office
X607102648,(UME) Usaha Menengah,Hotels & Motels
X605067235,(UMI) Usaha Mikro,Restaurants
X601500155,(UMI) Usaha Mikro,OTHERS
X601500156,(UMI) Usaha Mikro,OTHERS
X601500157,(UMI) Usaha Mikro,OTHERS
X601500158,(UMI) Usaha Mikro,OTHERS
X601500159,(UMI) Usaha Mikro,OTHERS
X601500160,(UMI) Usaha Mikro,OTHERS
X601500161,(UMI) Usaha Mikro,OTHERS
X601500162,(UMI) Usaha Mikro,OTHERS
X601500163,(UMI) Usaha Mikro,OTHERS
X601500164,(UMI) Usaha Mikro,OTHERS
X601500165,(UMI) Usaha Mikro,OTHERS
X601500166,(UMI) Usaha Mikro,OTHERS
X602500228,(UMI) Usaha Mikro,OTHERS
X602500229,(UMI) Usaha Mikro,OTHERS
X602500231,(UMI) Usaha Mikro,OTHERS
X602500232,(UMI) Usaha Mikro,OTHERS
X602500233,(UMI) Usaha Mikro,OTHERS
X602500234,(UMI) Usaha Mikro,OTHERS
X602500237,(UMI) Usaha Mikro,OTHERS
X602500239,(UMI) Usaha Mikro,OTHERS
X602500240,(UMI) Usaha Mikro,OTHERS
X603500136,(UMI) Usaha Mikro,OTHERS
X603500137,(UMI) Usaha Mikro,OTHERS
X603500138,(UMI) Usaha Mikro,OTHERS
X603500139,(UMI) Usaha Mikro,OTHERS
X603500141,(UMI) Usaha Mikro,OTHERS
X603500142,(UMI) Usaha Mikro,OTHERS
X603500143,(UMI) Usaha Mikro,OTHERS
X603500144,(UMI) Usaha Mikro,OTHERS
X604500370,(UMI) Usaha Mikro,OTHERS
X604500371,(UMI) Usaha Mikro,OTHERS
X604500372,(UMI) Usaha Mikro,OTHERS
X604500373,(UMI) Usaha Mikro,OTHERS
X604500374,(UMI) Usaha Mikro,OTHERS
X604500375,(UMI) Usaha Mikro,OTHERS
X604500376,(UMI) Usaha Mikro,OTHERS
X604500377,(UMI) Usaha Mikro,OTHERS
X604500378,(UMI) Usaha Mikro,OTHERS
X604500379,(UMI) Usaha Mikro,OTHERS
X604500380,(UMI) Usaha Mikro,OTHERS
X605500089,(UMI) Usaha Mikro,OTHERS
X605500090,(UMI) Usaha Mikro,OTHERS
X605500091,(UMI) Usaha Mikro,OTHERS
X605500092,(UMI) Usaha Mikro,OTHERS
X605500093,(UMI) Usaha Mikro,OTHERS
X605500094,(UMI) Usaha Mikro,OTHERS
X605500095,(UMI) Usaha Mikro,OTHERS
X605500096,(UMI) Usaha Mikro,OTHERS
X605500097,(UMI) Usaha Mikro,OTHERS
X605500098,(UMI) Usaha Mikro,OTHERS
X606500260,(UMI) Usaha Mikro,OTHERS
X606500261,(UMI) Usaha Mikro,OTHERS
X606500262,(UMI) Usaha Mikro,OTHERS
X606500263,(UMI) Usaha Mikro,OTHERS
X606500264,(UMI) Usaha Mikro,OTHERS
X606500265,(UMI) Usaha Mikro,OTHERS
X606500266,(UMI) Usaha Mikro,OTHERS
X606500267,(UMI) Usaha Mikro,OTHERS
X606500268,(UMI) Usaha Mikro,OTHERS
X606500269,(UMI) Usaha Mikro,OTHERS
X606500270,(UMI) Usaha Mikro,OTHERS
X606500271,(UMI) Usaha Mikro,OTHERS
X607500190,(UMI) Usaha Mikro,OTHERS
X607500191,(UMI) Usaha Mikro,OTHERS
X607500192,(UMI) Usaha Mikro,OTHERS
X607500193,(UMI) Usaha Mikro,OTHERS
X607500194,(UMI) Usaha Mikro,OTHERS
X607500195,(UMI) Usaha Mikro,OTHERS
X607500197,(UMI) Usaha Mikro,OTHERS
X607500198,(UMI) Usaha Mikro,OTHERS
X607500199,(UMI) Usaha Mikro,OTHERS
X608500756,(UMI) Usaha Mikro,OTHERS
X608500757,(UMI) Usaha Mikro,OTHERS
X608500758,(UMI) Usaha Mikro,OTHERS
X608500759,(UMI) Usaha Mikro,OTHERS
X608500760,(UMI) Usaha Mikro,OTHERS
X608500761,(UMI) Usaha Mikro,OTHERS
X608500762,(UMI) Usaha Mikro,OTHERS
X609500242,(UMI) Usaha Mikro,OTHERS
X609500243,(UMI) Usaha Mikro,OTHERS
X609500244,(UMI) Usaha Mikro,OTHERS
X609500246,(UMI) Usaha Mikro,OTHERS
X609500247,(UMI) Usaha Mikro,OTHERS
X609500248,(UMI) Usaha Mikro,OTHERS
X609500249,(UMI) Usaha Mikro,OTHERS
X609500251,(UMI) Usaha Mikro,OTHERS
X609500253,(UMI) Usaha Mikro,OTHERS
X609500256,(UMI) Usaha Mikro,OTHERS
X609500257,(UMI) Usaha Mikro,OTHERS
X610500502,(UMI) Usaha Mikro,OTHERS
X610500506,(UMI) Usaha Mikro,OTHERS
X611500113,(UMI) Usaha Mikro,OTHERS
X611500114,(UMI) Usaha Mikro,OTHERS
X611500116,(UMI) Usaha Mikro,OTHERS
X611500120,(UMI) Usaha Mikro,OTHERS
X611500121,(UMI) Usaha Mikro,OTHERS
X612500144,(UMI) Usaha Mikro,OTHERS
X614500434,(UMI) Usaha Mikro,OTHERS
X614500435,(UMI) Usaha Mikro,OTHERS
X614500436,(UMI) Usaha Mikro,OTHERS
X614500437,(UMI) Usaha Mikro,OTHERS
X614500438,(UMI) Usaha Mikro,OTHERS
X615500432,(UMI) Usaha Mikro,OTHERS
X615500433,(UMI) Usaha Mikro,OTHERS
X616500029,(UMI) Usaha Mikro,OTHERS
X616500030,(UMI) Usaha Mikro,OTHERS
X616500031,(UMI) Usaha Mikro,OTHERS
X616500032,(UMI) Usaha Mikro,OTHERS
X616500033,(UMI) Usaha Mikro,OTHERS
X617500229,(UMI) Usaha Mikro,OTHERS
X617500230,(UMI) Usaha Mikro,OTHERS
X617500231,(UMI) Usaha Mikro,OTHERS
X617500232,(UMI) Usaha Mikro,OTHERS
X617500233,(UMI) Usaha Mikro,OTHERS
X617500234,(UMI) Usaha Mikro,OTHERS
X618500123,(UMI) Usaha Mikro,OTHERS
X618500124,(UMI) Usaha Mikro,OTHERS
X618500125,(UMI) Usaha Mikro,OTHERS
X618500127,(UMI) Usaha Mikro,OTHERS
X618500128,(UMI) Usaha Mikro,OTHERS
X618500129,(UMI) Usaha Mikro,OTHERS
X618500130,(UMI) Usaha Mikro,OTHERS
X618500131,(UMI) Usaha Mikro,OTHERS
X603500146,(UMI) Usaha Mikro,OTHERS
X618500133,(UMI) Usaha Mikro,OTHERS
X618500132,(UMI) Usaha Mikro,OTHERS
X617500237,(UMI) Usaha Mikro,OTHERS
X617500236,(UMI) Usaha Mikro,OTHERS
X615500438,(UMI) Usaha Mikro,OTHERS
X615500437,(UMI) Usaha Mikro,OTHERS
X615500436,(UMI) Usaha Mikro,OTHERS
X615500435,(UMI) Usaha Mikro,OTHERS
X615500434,(UMI) Usaha Mikro,OTHERS
X614500441,(UMI) Usaha Mikro,OTHERS
X614500440,(UMI) Usaha Mikro,OTHERS
X614500439,(UMI) Usaha Mikro,OTHERS
X612500149,(UMI) Usaha Mikro,OTHERS
X612500148,(UMI) Usaha Mikro,OTHERS
X612500147,(UMI) Usaha Mikro,OTHERS
X612500146,(UMI) Usaha Mikro,OTHERS
X611500122,(UMI) Usaha Mikro,OTHERS
X609500259,(UMI) Usaha Mikro,OTHERS
X609500258,(UMI) Usaha Mikro,OTHERS
X604500382,(UMI) Usaha Mikro,OTHERS
X603500145,(UMI) Usaha Mikro,OTHERS
X605500099,(UMI) Usaha Mikro,OTHERS
X604500384,(UMI) Usaha Mikro,OTHERS
X618500135,(UMI) Usaha Mikro,OTHERS
X617500240,(UMI) Usaha Mikro,OTHERS
X617500239,(UMI) Usaha Mikro,OTHERS
X617500238,(UMI) Usaha Mikro,OTHERS
X614500442,(UMI) Usaha Mikro,OTHERS
X611500123,(UMI) Usaha Mikro,OTHERS
X608500764,(UMI) Usaha Mikro,OTHERS
X608500763,(UMI) Usaha Mikro,OTHERS
X607500201,(UMI) Usaha Mikro,OTHERS
X618500136,(UMI) Usaha Mikro,OTHERS
X607102740,(UMI) Usaha Mikro,Restaurants
X607102750,(UKE) Usaha Kecil,Restaurants
X607102677,(UME) Usaha Menengah,Transportation
X607102674,(UME) Usaha Menengah,Miscellaneous
X614060675,(UME) Usaha Menengah,Restaurants
X614060676,(UME) Usaha Menengah,Restaurants
X609122468,(UBE) Usaha Besar,Restaurants
X601500189,(UMI) Usaha Mikro,OTHERS
X603500160,(UMI) Usaha Mikro,OTHERS
X603500161,(UMI) Usaha Mikro,OTHERS
X603500162,(UMI) Usaha Mikro,OTHERS
X603500163,(UMI) Usaha Mikro,OTHERS
X604500432,(UMI) Usaha Mikro,OTHERS
X607102817,(UMI) Usaha Mikro,Restaurants
X602075552,(UME) Usaha Menengah,Health Service
X602138389,(UKE) Usaha Kecil,Restaurants
X606068028,(UKE) Usaha Kecil,Transportation
X603103258,(UKE) Usaha Kecil,Restaurants
X616051046,(UKE) Usaha Kecil,Restaurants
X609122684,(UMI) Usaha Mikro,Miscellaneous
X607102877,(UKE) Usaha Kecil,Restaurants
X603103361,(UMI) Usaha Mikro,Community Agencies
X617098643,(UME) Usaha Menengah,Health Service
X610005435,(UMI) Usaha Mikro,Restaurants
X201058856,(UKE) Usaha Kecil,Supermarket/Grocery Stores
X606124116,(UBE) Usaha Besar,Transportation
X606124106,(UBE) Usaha Besar,Transportation
X606123863,(UBE) Usaha Besar,Transportation
X606123857,(UBE) Usaha Besar,Transportation
X606123873,(UBE) Usaha Besar,Transportation
X606123952,(UBE) Usaha Besar,Transportation
X606123963,(UBE) Usaha Besar,Transportation
X606123812,(UBE) Usaha Besar,Transportation
X606123804,(UBE) Usaha Besar,Transportation
X606123743,(UBE) Usaha Besar,Transportation
X610005448,(UMI) Usaha Mikro,Restaurants
X602050530,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X602050531,(UMI) Usaha Mikro,Restaurants
X609122695,(UMI) Usaha Mikro,Telecommunication
X609122696,(UMI) Usaha Mikro,Telecommunication
X8064420,(UKE) Usaha Kecil,Food & Beverages
X617098715,(UME) Usaha Menengah,Restaurants
X603101210,(UMI) Usaha Mikro,Health Service
X610006255,(UMI) Usaha Mikro,Restaurants
X610006258,(UMI) Usaha Mikro,Restaurants
X608099931,(UMI) Usaha Mikro,Miscellaneous
X608101080,(UKE) Usaha Kecil,Clothing
X608101743,(UKE) Usaha Kecil,Clothing
X608101744,(UKE) Usaha Kecil,Clothing
X608101745,(UKE) Usaha Kecil,Clothing
X615500508,(UBE) Usaha Besar,Health Service
X618088511,(UMI) Usaha Mikro,Miscellaneous
X615500499,(UBE) Usaha Besar,Health Service
X615500501,(UBE) Usaha Besar,Health Service
X215900678,(UBE) Usaha Besar,Restaurants
X210900345,(UBE) Usaha Besar,Restaurants
X206900396,(UBE) Usaha Besar,Restaurants
X210900347,(UBE) Usaha Besar,Restaurants
X201900293,(UBE) Usaha Besar,Restaurants
X215900691,(UBE) Usaha Besar,Restaurants
X217900431,(UBE) Usaha Besar,Restaurants
X217900433,(UBE) Usaha Besar,Restaurants
X206900415,(UBE) Usaha Besar,Restaurants
X206900416,(UBE) Usaha Besar,Restaurants
X205900338,(UBE) Usaha Besar,Restaurants
X210900363,(UBE) Usaha Besar,Restaurants
X218900330,(UBE) Usaha Besar,Restaurants
X215900724,(UBE) Usaha Besar,Restaurants
X214901230,(UBE) Usaha Besar,Restaurants
X206900435,(UBE) Usaha Besar,Restaurants
X204900801,(UBE) Usaha Besar,Restaurants
X218900338,(UBE) Usaha Besar,Restaurants
X203900573,(UBE) Usaha Besar,Restaurants
X210900372,(UBE) Usaha Besar,Restaurants
X604096537,(UME) Usaha Menengah,Restaurants
X608025372,(UKE) Usaha Kecil,Health Service
X614060677,(UKE) Usaha Kecil,Community Agencies
X617098676,(UKE) Usaha Kecil,Clothing
X602133350,(UKE) Usaha Kecil,Restaurants
X617098751,(UMI) Usaha Mikro,Health Service
X617098776,(UME) Usaha Menengah,Supermarket/Grocery Stores
X608099377,(UMI) Usaha Mikro,Health Service
X608099387,(UMI) Usaha Mikro,Restaurants
X607102905,(UME) Usaha Menengah,Restaurants
X611062419,(UKE) Usaha Kecil,Restaurants
X616011376,(UKE) Usaha Kecil,Miscellaneous
X603103363,(UMI) Usaha Mikro,Community Agencies
X204001258,(UKE) Usaha Kecil,Clothing
X204001261,(UKE) Usaha Kecil,Clothing
X607103246,(UMI) Usaha Mikro,Food & Beverages
X617098777,(UME) Usaha Menengah,Supermarket/Grocery Stores
X617098780,(UME) Usaha Menengah,Restaurants
X603103160,(UMI) Usaha Mikro,Community Agencies
X602133370,(UMI) Usaha Mikro,Restaurants
X602133367,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X610110384,(UMI) Usaha Mikro,Restaurants
X610110385,(UMI) Usaha Mikro,Restaurants
X605500113,(UBE) Usaha Besar,Restaurants
X608099440,(UMI) Usaha Mikro,Restaurants
X604500434,(UBE) Usaha Besar,Restaurants
X208002553,(UME) Usaha Menengah,Entertainment
X610109894,(UMI) Usaha Mikro,Restaurants
X208058958,(UME) Usaha Menengah,Miscellaneous
X614115635,(UMI) Usaha Mikro,Health Service
X616051054,(UME) Usaha Menengah,Miscellaneous
X608101113,(UKE) Usaha Kecil,Miscellaneous
X614108638,(UMI) Usaha Mikro,Restaurants
X614108635,(UKE) Usaha Kecil,Community Agencies
X614108632,(UMI) Usaha Mikro,Restaurants
X603066481,(UMI) Usaha Mikro,Food & Beverages
X612094445,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X612094268,(UMI) Usaha Mikro,Restaurants
X608101255,(UMI) Usaha Mikro,Clothing
X608101256,(UMI) Usaha Mikro,Restaurants
X607103398,(UMI) Usaha Mikro,Miscellaneous
X608101683,(UKE) Usaha Kecil,Restaurants
X618086852,(UKE) Usaha Kecil,Restaurants
X614103567,(UKE) Usaha Kecil,Restaurants
X614103568,(UKE) Usaha Kecil,Restaurants
X614103569,(UKE) Usaha Kecil,Restaurants
X614103564,(UKE) Usaha Kecil,Education
X614103571,(UMI) Usaha Mikro,Restaurants
X609123472,(UMI) Usaha Mikro,Food & Beverages
X605042401,(UKE) Usaha Kecil,Entertainment
X606007488,(UMI) Usaha Mikro,Community Agencies
X608078557,(UKE) Usaha Kecil,Transportation
X615102152,(UKE) Usaha Kecil,Restaurants
X614122555,(UMI) Usaha Mikro,Community Agencies
X611062336,(URE) Usaha Reguler,Restaurants
X608101283,(UMI) Usaha Mikro,Restaurants
X617098801,(URE) Usaha Reguler,Restaurants
X617098663,(UME) Usaha Menengah,Supermarket/Grocery Stores
X205001637,(UME) Usaha Menengah,Restaurants
X617098920,(UME) Usaha Menengah,Restaurants
X614097561,(UMI) Usaha Mikro,Restaurants
X617098935,(UME) Usaha Menengah,Miscellaneous
X614060679,(UME) Usaha Menengah,Food & Beverages
X615102401,(UKE) Usaha Kecil,Restaurants
X618086915,(UME) Usaha Menengah,Food & Beverages
X609123484,(UKE) Usaha Kecil,Clothing
X617098959,(URE) Usaha Reguler,Health Service
X605068970,(UKE) Usaha Kecil,Restaurants
X617099002,(UME) Usaha Menengah,Food & Beverages
X607103775,(UMI) Usaha Mikro,Restaurants
X601026370,(UKE) Usaha Kecil,Restaurants
X618086954,(UMI) Usaha Mikro,Restaurants
X610110454,(UMI) Usaha Mikro,Restaurants
X610110452,(UMI) Usaha Mikro,Restaurants
X610110453,(UMI) Usaha Mikro,Restaurants
X618086944,(UKE) Usaha Kecil,Restaurants
X618086955,(UMI) Usaha Mikro,Restaurants
X602136142,(UMI) Usaha Mikro,Miscellaneous
X602136141,(UMI) Usaha Mikro,Miscellaneous
X609123586,(UMI) Usaha Mikro,Food & Beverages
X609123569,(UKE) Usaha Kecil,Food & Beverages
X614115637,(UMI) Usaha Mikro,Restaurants
X610110635,(UME) Usaha Menengah,Hotels & Motels
X617098973,(UME) Usaha Menengah,Miscellaneous
X610033696,(UKE) Usaha Kecil,Miscellaneous
X617099017,(UME) Usaha Menengah,Clothing
X617099019,(UME) Usaha Menengah,Clothing
X611062128,(UMI) Usaha Mikro,Restaurants
X608099465,(UMI) Usaha Mikro,Miscellaneous
X614108646,(UMI) Usaha Mikro,Restaurants
X607103817,(UKE) Usaha Kecil,Clothing
X215339714,(UBE) Usaha Besar,Restaurants
X617098837,(UME) Usaha Menengah,Restaurants
X609123687,(UKE) Usaha Kecil,Restaurants
X608101280,(UKE) Usaha Kecil,Restaurants
X609123682,(UME) Usaha Menengah,Miscellaneous
X609123679,(UMI) Usaha Mikro,Restaurants
X615102525,(UKE) Usaha Kecil,Health Service
X602136283,(UMI) Usaha Mikro,Restaurants
X615102512,(UKE) Usaha Kecil,Food & Beverages
X618086800,(UMI) Usaha Mikro,Transportation
X602050533,(UMI) Usaha Mikro,Restaurants
X206001138,(UME) Usaha Menengah,Restaurants
X608099500,(UME) Usaha Menengah,Restaurants
X617098827,(UME) Usaha Menengah,Miscellaneous
X610123971,(UKE) Usaha Kecil,Restaurants
X614124660,(UMI) Usaha Mikro,Miscellaneous
X618087026,(UMI) Usaha Mikro,Restaurants
X601113796,(UMI) Usaha Mikro,Hotels & Motels
X607103959,(UKE) Usaha Kecil,Electronic
X608102399,(UME) Usaha Menengah,Restaurants
X615102709,(UMI) Usaha Mikro,Food & Beverages
X608099498,(UME) Usaha Menengah,Miscellaneous
X614103562,(UMI) Usaha Mikro,Restaurants
X602018634,(UMI) Usaha Mikro,Miscellaneous
X610110519,(UMI) Usaha Mikro,Restaurants
X610110522,(UMI) Usaha Mikro,Restaurants
X610110526,(UMI) Usaha Mikro,Miscellaneous
X610110527,(UMI) Usaha Mikro,Restaurants
X610110524,(UMI) Usaha Mikro,Restaurants
X617099078,(UME) Usaha Menengah,Restaurants
X604133124,(UKE) Usaha Kecil,Food & Beverages
X617099193,(UME) Usaha Menengah,Restaurants
X617099197,(UME) Usaha Menengah,Restaurants
X208002715,(UME) Usaha Menengah,Automobiles And Vehicles
X618086949,(UMI) Usaha Mikro,Restaurants
X614115679,(UMI) Usaha Mikro,Restaurants
X614115674,(UMI) Usaha Mikro,Restaurants
X614115675,(UMI) Usaha Mikro,Restaurants
X614115691,(UMI) Usaha Mikro,Restaurants
X614115698,(UMI) Usaha Mikro,Restaurants
X614115693,(UMI) Usaha Mikro,Restaurants
X614115690,(UMI) Usaha Mikro,Restaurants
X614115689,(UMI) Usaha Mikro,Restaurants
X614115688,(UMI) Usaha Mikro,Restaurants
X614115687,(UMI) Usaha Mikro,Restaurants
X614115683,(UMI) Usaha Mikro,Restaurants
X614115682,(UMI) Usaha Mikro,Restaurants
X601116584,(UME) Usaha Menengah,Telecommunication
X608101392,(UMI) Usaha Mikro,Clothing
X607104340,(UMI) Usaha Mikro,Food & Beverages
X614108649,(UMI) Usaha Mikro,Supermarket/Grocery Stores
X614124683,(UMI) Usaha Mikro,Miscellaneous
X617099188,(UME) Usaha Menengah,Miscellaneous
X609124256,(UMI) Usaha Mikro,Restaurants
X604133123,(UKE) Usaha Kecil,Food & Beverages
X610111028,(UMI) Usaha Mikro,Community Agencies
X610111082,(UMI) Usaha Mikro,Community Agencies
X610111188,(UMI) Usaha Mikro,Community Agencies
X610111383,(UMI) Usaha Mikro,Community Agencies
X615102820,(UKE) Usaha Kecil,Restaurants
X617099243,(UME) Usaha Menengah,Clothing
X608107402,(UKE) Usaha Kecil,Restaurants
X604067297,(UMI) Usaha Mikro,Restaurants
X615102622,(UKE) Usaha Kecil,Restaurants
X610110821,(UMI) Usaha Mikro,Community Agencies
X610110916,(UMI) Usaha Mikro,Community Agencies
X607104593,(UMI) Usaha Mikro,Restaurants
X611063500,(UME) Usaha Menengah,Restaurants
X617098694,(UME) Usaha Menengah,Miscellaneous
X609124329,(UMI) Usaha Mikro,Telecommunication
X617099276,(UME) Usaha Menengah,Food & Beverages
X607100489,(UME) Usaha Menengah,Supermarket/Grocery Stores
X607100487,(UME) Usaha Menengah,Supermarket/Grocery Stores
X614108645,(UKE) Usaha Kecil,Restaurants
X617099274,(UME) Usaha Menengah,Restaurants
X610110557,(UMI) Usaha Mikro,Restaurants
X609124681,(UMI) Usaha Mikro,Restaurants
X602006613,(UKE) Usaha Kecil,Restaurants
X608011467,(UMI) Usaha Mikro,Restaurants
X602075574,(UME) Usaha Menengah,Miscellaneous
X609124739,(UBE) Usaha Besar,Hotels & Motels
X609124738,(UBE) Usaha Besar,Restaurants
X609124775,(UKE) Usaha Kecil,Restaurants
X609124776,(UKE) Usaha Kecil,Restaurants
X602183426,(UMI) Usaha Mikro,Restaurants
X617099126,(UME) Usaha Menengah,Restaurants
X608102395,(UKE) Usaha Kecil,Miscellaneous
X604145824,(UKE) Usaha Kecil,Restaurants
X602230428,(UBE) Usaha Besar,Community Agencies
X610005870,(UMI) Usaha Mikro,Miscellaneous
X617099330,(UME) Usaha Menengah,Restaurants
X617099332,(UKE) Usaha Kecil,Restaurants
X602133353,(UKE) Usaha Kecil,Restaurants
X602135788,(UMI) Usaha Mikro,Restaurants
X614115715,(UKE) Usaha Kecil,Restaurants
X605069395,(UME) Usaha Menengah,Restaurants
X607104734,(UKE) Usaha Kecil,Miscellaneous
X618087170,(UMI) Usaha Mikro,Clothing
X614111086,(UME) Usaha Menengah,Restaurants
X614111088,(UME) Usaha Menengah,Miscellaneous
X204243984,(UME) Usaha Menengah,Restaurants
X610114719,(UMI) Usaha Mikro,Restaurants
X609124862,(UKE) Usaha Kecil,Restaurants
X609124864,(UKE) Usaha Kecil,Restaurants
X607104861,(UMI) Usaha Mikro,Miscellaneous
X611062971,(UKE) Usaha Kecil,Food & Beverages
X210340600,(UBE) Usaha Besar,Restaurants
X215900662,(UBE) Usaha Besar,Restaurants
X614124622,(UMI) Usaha Mikro,Health Service
X610500605,(UBE) Usaha Besar,Restaurants
X611500139,(UBE) Usaha Besar,Restaurants
X611500138,(UBE) Usaha Besar,Restaurants
X211145461,(UBE) Usaha Besar,Restaurants
X211145453,(UBE) Usaha Besar,Restaurants
X210342135,(UBE) Usaha Besar,Restaurants
X608102396,(UKE) Usaha Kecil,Clothing
X614103534,(UMI) Usaha Mikro,Restaurants
X614103535,(UMI) Usaha Mikro,Restaurants
X614103532,(UMI) Usaha Mikro,Restaurants
X608099953,(UMI) Usaha Mikro,Miscellaneous
X607104874,(UKE) Usaha Kecil,Miscellaneous
X618087201,(UMI) Usaha Mikro,Restaurants
